hu_site_limit,point_granularity,point_longitude,fl_site_deductible,hu_site_deductible,point_latitude,fl_site_limit,county,construction,tiv_2011,policyID,fr_site_deductible,tiv_2012,eq_site_deductible,line,fr_site_limit,eq_site_limit,statecode
2180979.54,1,-82.41697,0,0,27.95665,0,HILLSBOROUGH COUNTY,Reinforced Masonry,2180979.54,519897,0,3358254.85,0,Commercial,0,0,FL
2242030.95,1,-82.44297,0,0,27.963037,0,HILLSBOROUGH COUNTY,Reinforced Masonry,2242030.95,158774,0,3127935.85,0,Commercial,0,0,FL
3245067,1,-82.44297,0,0,27.963037,0,HILLSBOROUGH COUNTY,Reinforced Masonry,3245067,303391,0,4353581.89,0,Commercial,3245067,0,FL
2124391.95,1,-82.44297,0,0,27.963037,0,HILLSBOROUGH COUNTY,Reinforced Masonry,2124391.95,834798,0,3188287.44,0,Commercial,0,0,FL
5738687.1,1,-82.44297,0,0,27.963037,0,HILLSBOROUGH COUNTY,Reinforced Masonry,5738687.1,172245,0,9450000,0,Commercial,5738687.1,0,FL
226185.3,1,-82.44297,0,0,27.963037,0,HILLSBOROUGH COUNTY,Wood,226185.3,282164,0,212795.13,0,Residential,226185.3,0,FL
12690000,1,-82.44297,0,0,27.963037,0,HILLSBOROUGH COUNTY,Reinforced Concrete,12690000,272997,0,17280000,0,Commercial,12690000,0,FL
15660000,1,-82.43973,0,0,27.93236,15660000,HILLSBOROUGH COUNTY,Reinforced Concrete,15660000,211166,0,22950000,0,Commercial,15660000,15660000,FL
12240000,1,-82.44123,0,0,27.94857,12240000,HILLSBOROUGH COUNTY,Reinforced Concrete,12240000,428624,0,15930000,0,Commercial,12240000,12240000,FL
3616715.45,3,-82.40538,0,0,27.96029,0,HILLSBOROUGH COUNTY,Reinforced Masonry,3616715.45,657789,0,2974784.62,0,Commercial,0,0,FL
6435000,1,-82.449585,0,0,27.962324,6435000,HILLSBOROUGH COUNTY,Reinforced Masonry,6435000,929423,0,8062765.43,0,Commercial,6435000,6435000,FL
116844.3,1,-82.40563,0,0,27.96771,0,HILLSBOROUGH COUNTY,Wood,116844.3,976842,0,99641.08,0,Residential,0,116844.3,FL
111432.6,1,-82.40995,0,0,27.970879,0,HILLSBOROUGH COUNTY,Wood,111432.6,712542,0,119114.76,0,Residential,0,111432.6,FL
110383.2,1,-82.404182,0,0,27.95443,0,HILLSBOROUGH COUNTY,Wood,110383.2,869182,0,162583.42,0,Residential,0,110383.2,FL
291335.4,1,-82.43134,0,0,27.95974,0,HILLSBOROUGH COUNTY,Wood,291335.4,112739,0,290953.17,0,Residential,0,291335.4,FL
1304548.2,1,-82.43247,0,0,27.95412,0,HILLSBOROUGH COUNTY,Masonry,1304548.2,649967,0,1988773.29,0,Residential,0,1304548.2,FL
732813.3,1,-82.43247,0,0,27.95412,0,HILLSBOROUGH COUNTY,Masonry,732813.3,335912,0,777592.59,0,Residential,0,732813.3,FL
336468.6,1,-82.445663,0,0,27.923229,0,HILLSBOROUGH COUNTY,Wood,336468.6,236027,0,251947.69,0,Residential,0,336468.6,FL
146763.9,1,-82.44218,0,0,27.93581,0,HILLSBOROUGH COUNTY,Wood,146763.9,905238,0,250342.82,0,Residential,0,146763.9,FL
443216.7,1,-82.44021,0,0,27.96147,0,HILLSBOROUGH COUNTY,Masonry,443216.7,318535,0,542624.89,0,Residential,0,443216.7,FL
12702.15,1,-82.439346,0,0,27.962467,0,HILLSBOROUGH COUNTY,Wood,12702.15,361919,0,13300.83,0,Residential,0,0,FL
25404.3,1,-82.439346,0,0,27.962467,25404.3,HILLSBOROUGH COUNTY,Wood,25404.3,109126,0,24500.92,0,Residential,25404.3,25404.3,FL
63510.75,1,-82.439346,0,0,27.962467,0,HILLSBOROUGH COUNTY,Wood,63510.75,264056,0,58494.93,0,Residential,0,0,FL
38106.45,1,-82.439346,0,0,27.962467,0,HILLSBOROUGH COUNTY,Wood,38106.45,182949,0,58171.78,0,Residential,0,0,FL
12702.15,1,-82.439346,0,0,27.962467,0,HILLSBOROUGH COUNTY,Wood,12702.15,889590,0,13638.25,0,Residential,0,0,FL
27180000,3,-82.40172,0,0,27.947625,0,HILLSBOROUGH COUNTY,Reinforced Concrete,27180000,994226,0,34020000,0,Commercial,0,0,FL
22590000,3,-82.40664,0,0,27.956755,0,HILLSBOROUGH COUNTY,Reinforced Concrete,22590000,600699,0,36720000,0,Commercial,0,0,FL
12060000,1,-82.44532,0,0,27.960291,12060000,HILLSBOROUGH COUNTY,Reinforced Concrete,12060000,942132,0,11430000,0,Commercial,12060000,12060000,FL
10170000,1,-82.440681,0,0,27.943701,10170000,HILLSBOROUGH COUNTY,Reinforced Concrete,10170000,111273,0,14040000,0,Commercial,10170000,10170000,FL
1006644.05,1,-82.429504,450000,0,27.95664,0,HILLSBOROUGH COUNTY,Masonry,1006644.05,700624,0,875387.73,0,Residential,0,0,FL
6159370.4,1,-82.44963,0,0,27.96275,0,HILLSBOROUGH COUNTY,Reinforced Masonry,6159370.4,915864,0,4833873.89,0,Commercial,0,0,FL
28056.6,3,-82.44422,0,0,27.96313,0,HILLSBOROUGH COUNTY,Wood,28056.6,712155,0,43815.6,0,Residential,0,0,FL
59479.99,1,-82.41082,0,0,27.96919,0,HILLSBOROUGH COUNTY,Wood,59479.99,147064,0,97927.85,0,Residential,0,0,FL
10620000,1,-82.41082,0,0,27.96919,0,HILLSBOROUGH COUNTY,Reinforced Concrete,10620000,159662,0,14130000,0,Commercial,0,0,FL
2868697.34,1,-82.41082,0,0,27.96919,0,HILLSBOROUGH COUNTY,Reinforced Masonry,2868697.34,169139,0,3103701.02,0,Commercial,0,0,FL
334533.4,1,-82.41082,0,0,27.96919,0,HILLSBOROUGH COUNTY,Wood,334533.4,733482,0,538376.32,0,Residential,0,0,FL
729000,4,-82.4376,0,0,27.9641,0,HILLSBOROUGH COUNTY,Masonry,729000,602295,0,820804.43,0,Residential,729000,0,FL
15570000,1,-82.46809,0,0,27.94641,0,HILLSBOROUGH COUNTY,Reinforced Concrete,15570000,533919,0,16470000,0,Commercial,0,0,FL
7048563.32,1,-82.46653,0,0,27.94552,0,HILLSBOROUGH COUNTY,Reinforced Masonry,7048563.32,988265,0,9270000,0,Commercial,0,0,FL
7806349.3,3,-82.463829,0,0,27.947762,0,HILLSBOROUGH COUNTY,Reinforced Masonry,7806349.3,729199,0,9270000,0,Commercial,0,0,FL
8848807.39,3,-82.468508,0,0,27.946496,0,HILLSBOROUGH COUNTY,Reinforced Masonry,8848807.39,634459,0,9000000,0,Commercial,0,0,FL
17190000,1,-82.46566,0,0,27.946421,0,HILLSBOROUGH COUNTY,Reinforced Concrete,17190000,426846,0,13500000,0,Commercial,0,0,FL
2041221.45,1,-82.466682,0,0,27.944595,0,HILLSBOROUGH COUNTY,Reinforced Masonry,2041221.45,198675,0,2885715.59,0,Commercial,0,0,FL
3587867.72,1,-82.466568,0,0,27.946413,0,HILLSBOROUGH COUNTY,Reinforced Masonry,3587867.72,104255,0,4499186.12,0,Commercial,0,0,FL
1061416.06,1,-82.465855,0,0,27.948175,0,HILLSBOROUGH COUNTY,Masonry,1061416.06,676601,0,1230134.52,0,Residential,0,0,FL
3044303.16,1,-82.46957,0,0,27.94602,0,HILLSBOROUGH COUNTY,Reinforced Masonry,3044303.16,759920,0,2969017.55,0,Commercial,0,0,FL
1305000,1,-82.465855,0,65250,27.948175,0,HILLSBOROUGH COUNTY,Masonry,1305000,633656,0,1379980.08,0,Residential,0,0,FL
1188982.49,1,-82.46785,0,0,27.944639,0,HILLSBOROUGH COUNTY,Masonry,1188982.49,446816,0,1020408.55,0,Residential,0,0,FL
1974003.55,1,-82.465855,0,0,27.948175,0,HILLSBOROUGH COUNTY,Reinforced Masonry,1974003.55,831165,0,1911230.24,0,Commercial,0,0,FL
1583416.06,3,-82.468519,0,0,27.945699,0,HILLSBOROUGH COUNTY,Masonry,1583416.06,687212,0,1327377.69,0,Residential,0,0,FL
976017.4,1,-82.46653,0,0,27.946413,0,HILLSBOROUGH COUNTY,Masonry,976017.4,697522,0,850306.36,0,Residential,0,0,FL
1096832.13,1,-82.468384,0,0,27.945709,0,HILLSBOROUGH COUNTY,Masonry,1096832.13,840224,0,1771201.81,0,Residential,0,0,FL
398665.36,1,-82.471733,0,0,27.94466,0,HILLSBOROUGH COUNTY,Masonry,398665.36,543139,0,470823,0,Residential,0,0,FL
615132.85,3,-82.470978,0,0,27.944885,0,HILLSBOROUGH COUNTY,Masonry,615132.85,734086,0,892706.01,0,Residential,0,0,FL
857057.67,3,-82.468507,0,0,27.94652,0,HILLSBOROUGH COUNTY,Masonry,857057.67,916982,0,1126855.14,0,Residential,0,0,FL
2629128.6,1,-82.46554,0,0,27.9411,2629128.6,HILLSBOROUGH COUNTY,Reinforced Masonry,2629128.6,520526,0,2194665.1,0,Commercial,2629128.6,2629128.6,FL
1621529.1,1,-82.46562,0,0,27.93986,1621529.1,HILLSBOROUGH COUNTY,Masonry,1621529.1,843846,0,1819355.65,0,Residential,1621529.1,1621529.1,FL
327033.9,1,-82.45794,0,0,27.92631,327033.9,HILLSBOROUGH COUNTY,Wood,327033.9,270796,0,251117.89,0,Residential,327033.9,327033.9,FL
530664.3,1,-82.44946,0,0,27.91445,0,HILLSBOROUGH COUNTY,Masonry,530664.3,419883,0,434136.46,0,Residential,0,0,FL
334867.5,1,-82.454987,0,0,27.909582,0,HILLSBOROUGH COUNTY,Wood,334867.5,313507,0,410526.79,0,Residential,0,0,FL
10260000,1,-82.45643,0,0,27.93485,0,HILLSBOROUGH COUNTY,Reinforced Concrete,10260000,182037,0,15030000,0,Commercial,0,0,FL
8552128.95,1,-82.45643,0,0,27.93485,0,HILLSBOROUGH COUNTY,Reinforced Masonry,8552128.95,330502,0,12780000,0,Commercial,0,0,FL
22500,1,-82.474701,0,1125,27.937328,22500,HILLSBOROUGH COUNTY,Wood,22500,716108,0,31456.4,0,Residential,22500,22500,FL
202500,1,-82.463882,0,10125,27.944736,0,HILLSBOROUGH COUNTY,Wood,202500,352012,0,164486.3,0,Residential,202500,0,FL
426145.5,1,-82.461266,0,0,27.945335,0,HILLSBOROUGH COUNTY,Masonry,426145.5,995606,0,599842.41,0,Residential,0,426145.5,FL
36090000,1,-82.478889,0,0,27.939642,36090000,HILLSBOROUGH COUNTY,Steel Frame,36090000,555958,0,42390000,0,Commercial,36090000,36090000,FL
3735200.7,1,-82.48235,0,0,27.93646,3735200.7,HILLSBOROUGH COUNTY,Reinforced Masonry,3735200.7,126044,0,3874673.09,0,Commercial,3735200.7,3735200.7,FL
6692315.66,1,-82.47464,0,0,27.937326,0,HILLSBOROUGH COUNTY,Reinforced Masonry,6692315.66,145967,0,6255548.37,0,Commercial,0,0,FL
4215476.25,1,-82.47246,0,0,27.93274,0,HILLSBOROUGH COUNTY,Reinforced Masonry,4215476.25,848871,0,4225298.31,0,Commercial,0,0,FL
1647427.5,1,-82.47505,0,0,27.93911,1647427.5,HILLSBOROUGH COUNTY,Masonry,1647427.5,279721,0,2422640.98,0,Residential,1647427.5,1647427.5,FL
4048868.42,1,-82.473343,0,0,27.944677,0,HILLSBOROUGH COUNTY,Reinforced Masonry,4048868.42,455070,0,5165416.76,0,Commercial,0,0,FL
10620000,1,-82.53676,0,0,27.95356,0,HILLSBOROUGH COUNTY,Reinforced Concrete,10620000,947770,0,9540000,0,Commercial,0,0,FL
17550000,4,-82.5055,0,0,27.9646,0,HILLSBOROUGH COUNTY,Reinforced Concrete,17550000,313734,0,22410000,0,Commercial,17550000,17550000,FL
165150,4,-82.5055,0,0,27.9646,165150,HILLSBOROUGH COUNTY,Wood,165150,130874,0,140710.44,0,Residential,165150,165150,FL
163800000,3,-82.539032,0,0,27.971102,0,HILLSBOROUGH COUNTY,Steel Frame,163800000,568428,0,256500000,0,Commercial,0,0,FL
151200000,1,-82.538689,0,0,27.971579,0,HILLSBOROUGH COUNTY,Steel Frame,151200000,488305,0,188100000,0,Commercial,0,0,FL
19890000,1,-82.538689,0,0,27.971579,0,HILLSBOROUGH COUNTY,Reinforced Concrete,19890000,601064,0,25740000,0,Commercial,0,0,FL
1829340,3,-82.535912,0,54880.2,27.966778,0,HILLSBOROUGH COUNTY,Reinforced Masonry,1829340,120201,0,1681200.05,0,Commercial,0,0,FL
69210000,3,-82.535912,0,2075625,27.966778,0,HILLSBOROUGH COUNTY,Steel Frame,69210000,442445,0,75960000,0,Commercial,0,0,FL
13140000,1,-82.532555,0,394534.8,27.981241,0,HILLSBOROUGH COUNTY,Reinforced Concrete,13140000,916468,0,11790000,0,Commercial,0,0,FL
1568250,4,-82.523476,0,47047.5,27.967018,0,HILLSBOROUGH COUNTY,Masonry,1568250,778267,0,1762085.7,0,Residential,0,0,FL
25020000,1,-82.535745,0,0,27.976145,0,HILLSBOROUGH COUNTY,Reinforced Concrete,25020000,497307,0,24750000,0,Commercial,0,0,FL
2536875,1,-82.52493,0,0,27.96438,0,HILLSBOROUGH COUNTY,Reinforced Masonry,2536875,393905,0,3019591.58,0,Commercial,0,0,FL
3505500,3,-82.52729,0,105165,27.996517,0,HILLSBOROUGH COUNTY,Reinforced Masonry,3505500,980948,0,4548175.92,0,Commercial,0,0,FL
22700.7,1,-82.532852,0,0,27.960051,22700.7,HILLSBOROUGH COUNTY,Wood,22700.7,364753,0,17084.55,0,Residential,22700.7,22700.7,FL
0,1,-82.48531,45000,0,27.97718,228640.5,HILLSBOROUGH COUNTY,Wood,228640.5,579880,0,291784.15,0,Residential,0,0,FL
0,1,-82.487167,45000,0,27.981314,399737.7,HILLSBOROUGH COUNTY,Masonry,399737.7,941726,0,539858.16,0,Residential,0,0,FL
1364080.5,1,-82.523872,0,0,27.960913,1364080.5,HILLSBOROUGH COUNTY,Masonry,1705100.63,948706,0,1473128.51,0,Residential,1364080.5,0,FL
19260000,1,-82.505547,0,0,27.957573,0,HILLSBOROUGH COUNTY,Reinforced Concrete,19260000,823503,0,16560000,0,Commercial,0,0,FL
36360000,1,-82.470924,0,0,27.957052,36360000,HILLSBOROUGH COUNTY,Steel Frame,36360000,663336,0,42750000,0,Commercial,36360000,36360000,FL
595248.3,1,-82.483147,0,0,27.965214,595248.3,HILLSBOROUGH COUNTY,Masonry,595248.3,474719,0,755212.95,0,Residential,595248.3,595248.3,FL
3387407.4,1,-82.475082,0,0,27.957092,3387407.4,HILLSBOROUGH COUNTY,Reinforced Masonry,3387407.4,865975,0,3350118.82,0,Commercial,3387407.4,3387407.4,FL
22500,3,-82.5055,0,1125,27.9646,22500,HILLSBOROUGH COUNTY,Wood,22500,278310,0,22497.75,0,Residential,22500,22500,FL
4972126.92,1,-82.569801,0,0,27.963655,0,HILLSBOROUGH COUNTY,Reinforced Masonry,4972126.92,615471,0,4606377.26,0,Commercial,0,0,FL
188217,1,-82.52593,0,0,27.95516,0,HILLSBOROUGH COUNTY,Wood,188217,142882,0,263767.3,0,Residential,0,188217,FL
304939.8,1,-82.568916,0,0,27.968554,0,HILLSBOROUGH COUNTY,Wood,304939.8,251193,0,255416.36,0,Residential,0,304939.8,FL
93432.6,1,-82.4963,0,0,27.97452,0,HILLSBOROUGH COUNTY,Wood,93432.6,374408,0,120510.11,0,Residential,0,93432.6,FL
135575.1,1,-82.51737,0,0,27.9514,0,HILLSBOROUGH COUNTY,Wood,135575.1,491886,0,141841.38,0,Residential,0,135575.1,FL
643494.6,1,-82.552292,0,0,27.968023,0,HILLSBOROUGH COUNTY,Masonry,643494.6,236213,0,560728.32,0,Residential,0,643494.6,FL
119959.2,1,-82.51315,0,0,27.96065,0,HILLSBOROUGH COUNTY,Wood,119959.2,327823,0,169588.72,0,Residential,0,119959.2,FL
136641.6,3,-82.5055,0,0,27.9646,0,HILLSBOROUGH COUNTY,Wood,136641.6,499997,0,207909.08,0,Residential,0,136641.6,FL
356519.7,1,-82.5152,0,0,27.95172,0,HILLSBOROUGH COUNTY,Wood,356519.7,691021,0,428097.45,0,Residential,0,356519.7,FL
4921201.8,1,-82.5152,0,0,27.95172,0,HILLSBOROUGH COUNTY,Reinforced Masonry,4921201.8,104709,0,6203248.69,0,Commercial,0,4921201.8,FL
683011.8,4,-82.518837,0,0,27.966728,0,HILLSBOROUGH COUNTY,Masonry,683011.8,829758,0,718703.26,0,Residential,0,683011.8,FL
648518.4,3,-82.493164,0,0,27.965702,0,HILLSBOROUGH COUNTY,Masonry,648518.4,366088,0,870982.26,0,Residential,0,648518.4,FL
1117702.8,1,-82.532677,0,0,27.960049,0,HILLSBOROUGH COUNTY,Masonry,1117702.8,440322,0,1698228.69,0,Residential,0,1117702.8,FL
717502.5,1,-82.551765,0,0,27.96718,0,HILLSBOROUGH COUNTY,Masonry,717502.5,621260,0,1018153.27,0,Residential,0,717502.5,FL
1115823.6,1,-82.47737,0,0,27.95658,0,HILLSBOROUGH COUNTY,Masonry,1115823.6,729338,0,1799600.3,0,Residential,0,1115823.6,FL
763013.7,1,-82.51315,0,0,27.96065,0,HILLSBOROUGH COUNTY,Masonry,763013.7,634265,0,839003.76,0,Residential,0,763013.7,FL
156083.4,1,-82.499329,0,0,27.96982,0,HILLSBOROUGH COUNTY,Wood,156083.4,988905,0,182161.03,0,Residential,0,156083.4,FL
187449.3,1,-82.50073,0,0,27.96066,0,HILLSBOROUGH COUNTY,Wood,187449.3,891259,0,266094.03,0,Residential,0,187449.3,FL
3871933.2,1,-82.505386,0,0,27.977936,0,HILLSBOROUGH COUNTY,Reinforced Masonry,3871933.2,118432,0,3582138.36,0,Commercial,0,3871933.2,FL
1148944.5,1,-82.552742,0,0,27.96718,0,HILLSBOROUGH COUNTY,Masonry,1148944.5,814046,0,1089484.32,0,Residential,0,1148944.5,FL
34110000,1,-82.493965,0,0,27.981339,0,HILLSBOROUGH COUNTY,Reinforced Concrete,34110000,227200,0,25470000,0,Commercial,0,0,FL
23490000,1,-82.52305,0,0,27.95595,0,HILLSBOROUGH COUNTY,Reinforced Concrete,23490000,812843,0,30870000,0,Commercial,0,0,FL
13860000,1,-82.493965,0,0,27.981339,13860000,HILLSBOROUGH COUNTY,Reinforced Concrete,13860000,995628,0,13320000,0,Commercial,13860000,13860000,FL
10440000,1,-82.501022,0,0,27.981359,0,HILLSBOROUGH COUNTY,Reinforced Concrete,10440000,610260,0,10710000,0,Commercial,0,0,FL
8779768.2,1,-82.49395,0,0,27.981339,8779768.2,HILLSBOROUGH COUNTY,Reinforced Masonry,8779768.2,128177,0,9090000,0,Commercial,8779768.2,8779768.2,FL
3549858.57,1,-82.49139,0,0,27.98032,0,HILLSBOROUGH COUNTY,Reinforced Masonry,3549858.57,834675,0,5316268.19,0,Commercial,0,0,FL
367215.3,3,-82.493027,0,0,27.979492,0,HILLSBOROUGH COUNTY,Masonry,367215.3,669279,0,451084.34,0,Residential,367215.3,0,FL
739041.3,3,-82.492142,0,0,27.981337,0,HILLSBOROUGH COUNTY,Masonry,739041.3,746548,0,822721.47,0,Residential,739041.3,0,FL
4565088,1,-82.4963,0,0,27.97452,0,HILLSBOROUGH COUNTY,Reinforced Masonry,4565088,772541,0,5367265.26,0,Commercial,4565088,0,FL
12780000,3,-82.492126,0,0,27.981337,0,HILLSBOROUGH COUNTY,Reinforced Concrete,12780000,278543,0,17640000,0,Commercial,12780000,0,FL
3402061.84,1,-82.493126,0,0,27.98134,0,HILLSBOROUGH COUNTY,Reinforced Masonry,3402061.84,603737,0,4458061.83,0,Commercial,0,0,FL
351791.24,1,-82.486877,0,0,27.981312,0,HILLSBOROUGH COUNTY,Wood,351791.24,714707,0,330676.02,0,Residential,0,0,FL
18630000,3,-82.492126,0,0,27.981337,0,HILLSBOROUGH COUNTY,Reinforced Concrete,18630000,936913,0,24570000,0,Commercial,18630000,0,FL
11610000,1,-82.492622,0,0,27.981339,0,HILLSBOROUGH COUNTY,Reinforced Concrete,11610000,909615,0,17280000,0,Commercial,0,0,FL
453654.32,1,-82.532845,0,0,27.960051,0,HILLSBOROUGH COUNTY,Masonry,453654.32,298203,0,375212.95,0,Residential,0,0,FL
11790000,3,-82.57069,0,0,27.96466,11790000,HILLSBOROUGH COUNTY,Reinforced Concrete,11790000,402684,0,9360000,0,Commercial,11790000,11790000,FL
62460000,3,-82.568054,0,0,27.96781,0,HILLSBOROUGH COUNTY,Steel Frame,62460000,296346,0,57960000,0,Commercial,0,0,FL
5075119.42,1,-82.52304,0,0,27.95747,0,HILLSBOROUGH COUNTY,Reinforced Masonry,5075119.42,225954,0,6194102.06,0,Commercial,0,0,FL
70470000,1,-82.51105,0,0,27.96558,0,HILLSBOROUGH COUNTY,Steel Frame,70470000,503600,0,113400000,0,Commercial,0,0,FL
1483075.38,1,-82.53672,0,0,27.958218,0,HILLSBOROUGH COUNTY,Masonry,1483075.38,730632,0,2065010.43,0,Residential,0,0,FL
858534.97,1,-82.51551,0,0,27.96522,0,HILLSBOROUGH COUNTY,Masonry,858534.97,702844,0,1354441.93,0,Residential,0,0,FL
17640000,1,-82.515556,0,0,27.963165,0,HILLSBOROUGH COUNTY,Reinforced Concrete,17640000,908316,0,23130000,0,Commercial,17640000,0,FL
8550000,4,-82.53243,0,0,27.95757,0,HILLSBOROUGH COUNTY,Reinforced Masonry,8550000,893037,0,11520000,0,Commercial,8550000,0,FL
1741500,4,-82.532005,0,0,27.957941,0,HILLSBOROUGH COUNTY,Masonry,1741500,846083,0,1500126.36,0,Residential,1741500,0,FL
3990636.94,1,-82.542229,0,0,27.952511,0,HILLSBOROUGH COUNTY,Reinforced Masonry,3990636.94,452032,0,4301395.81,0,Commercial,0,0,FL
2959532.64,1,-82.52305,0,0,27.95595,0,HILLSBOROUGH COUNTY,Reinforced Masonry,2959532.64,655679,0,2741829.42,0,Commercial,0,0,FL
9360000,1,-82.465454,0,0,27.955942,0,HILLSBOROUGH COUNTY,Reinforced Concrete,9360000,489027,0,9090000,0,Commercial,9360000,0,FL
469620,1,-82.52306,0,0,27.95468,0,HILLSBOROUGH COUNTY,Masonry,469620,835333,0,664230.53,0,Residential,469620,0,FL
630000,3,-82.49074,0,31500,27.97981,0,HILLSBOROUGH COUNTY,Masonry,630000,692370,0,960180.48,0,Residential,630000,0,FL
0,1,-82.47981,0,0,27.95714,0,HILLSBOROUGH COUNTY,Masonry,378000,914167,0,565023.06,0,Residential,378000,0,FL
52713.9,3,-82.50456,0,0,27.94539,52713.9,HILLSBOROUGH COUNTY,Wood,52713.9,945232,0,43519.96,0,Residential,52713.9,52713.9,FL
70417.8,1,-82.53596,0,0,27.94735,70417.8,HILLSBOROUGH COUNTY,Wood,70417.8,933611,0,106775.92,0,Residential,70417.8,70417.8,FL
2310072.3,1,-82.49378,0,0,27.93818,2310072.3,HILLSBOROUGH COUNTY,Reinforced Masonry,2310072.3,654851,0,3846136.4,0,Commercial,2310072.3,2310072.3,FL
204300,1,-82.49504,0,0,27.93716,204300,HILLSBOROUGH COUNTY,Wood,204300,979964,0,310509.03,0,Residential,204300,204300,FL
3870000,1,-82.50618,0,0,27.94253,0,HILLSBOROUGH COUNTY,Reinforced Masonry,3870000,520650,0,5910929.64,0,Commercial,3870000,0,FL
3362284.8,4,-82.520442,0,0,27.945776,0,HILLSBOROUGH COUNTY,Reinforced Masonry,3362284.8,884157,0,3390474.2,0,Commercial,0,3362284.8,FL
135473.4,1,-82.52636,0,0,27.944866,0,HILLSBOROUGH COUNTY,Wood,135473.4,253586,0,139322.47,0,Residential,0,135473.4,FL
7709458.49,1,-82.527454,0,0,27.94487,0,HILLSBOROUGH COUNTY,Reinforced Masonry,7709458.49,349781,0,10530000,0,Commercial,0,0,FL
18090000,1,-82.53909,0,0,27.94913,0,HILLSBOROUGH COUNTY,Reinforced Concrete,18090000,650335,0,24930000,0,Commercial,0,0,FL
29070000,1,-82.527417,0,0,27.94487,29070000,HILLSBOROUGH COUNTY,Reinforced Concrete,29070000,321611,0,42120000,0,Commercial,29070000,29070000,FL
891450,1,-82.53126,0,0,27.94966,0,HILLSBOROUGH COUNTY,Masonry,891450,843337,0,733424.44,0,Residential,0,0,FL
1420083.8,1,-82.489143,0,0,27.944786,0,HILLSBOROUGH COUNTY,Masonry,1420083.8,204513,0,1319612.88,0,Residential,0,0,FL
2781712.34,1,-82.52636,0,0,27.944866,0,HILLSBOROUGH COUNTY,Reinforced Masonry,2781712.34,145220,0,3006196.53,0,Commercial,0,0,FL
62730000,1,-82.531464,0,0,27.944864,0,HILLSBOROUGH COUNTY,Steel Frame,62730000,246362,0,76860000,0,Commercial,0,0,FL
11700000,1,-82.527349,0,0,27.94487,0,HILLSBOROUGH COUNTY,Reinforced Concrete,11700000,510504,0,12600000,0,Commercial,0,0,FL
960890.4,1,-82.48453,0,0,27.93765,960890.4,HILLSBOROUGH COUNTY,Masonry,960890.4,174410,0,1201881.71,0,Residential,960890.4,960890.4,FL
162000,1,-82.499855,0,3240,27.944742,0,HILLSBOROUGH COUNTY,Wood,162000,152223,0,224044.7,0,Residential,162000,0,FL
0,1,-82.509247,0,0,27.944889,0,HILLSBOROUGH COUNTY,Masonry,540000,223216,900,838252.8,0,Residential,540000,0,FL
795376.8,1,-82.33102,0,0,27.98426,0,HILLSBOROUGH COUNTY,Masonry,795376.8,917776,0,1009055.57,0,Residential,795376.8,0,FL
4277472.3,1,-82.411789,0,0,27.97776,4277472.3,HILLSBOROUGH COUNTY,Reinforced Masonry,4277472.3,629609,0,6282315.01,0,Commercial,4277472.3,4277472.3,FL
1845000,1,-82.40541,0,92250,27.98609,1845000,HILLSBOROUGH COUNTY,Reinforced Masonry,1845000,678874,0,1714953.33,0,Commercial,1845000,1845000,FL
445500,1,-82.40541,0,22275,27.98609,445500,HILLSBOROUGH COUNTY,Masonry,445500,637453,0,588060,0,Residential,445500,445500,FL
247500,1,-82.40541,0,12375,27.98609,247500,HILLSBOROUGH COUNTY,Wood,247500,124297,0,334806.62,0,Residential,247500,247500,FL
267300,1,-82.40541,0,13365,27.98609,267300,HILLSBOROUGH COUNTY,Wood,267300,487343,0,235598.22,0,Residential,267300,267300,FL
642893.4,1,-82.44353,0,0,28.00562,642893.4,HILLSBOROUGH COUNTY,Masonry,642893.4,917454,0,827236.65,0,Residential,642893.4,642893.4,FL
626040,1,-82.41069,0,0,28.00912,626040,HILLSBOROUGH COUNTY,Masonry,626040,460005,0,607008.38,0,Residential,626040,626040,FL
2865858.08,1,-82.37625,0,0,28.00022,0,HILLSBOROUGH COUNTY,Reinforced Masonry,2865858.08,410112,0,4964497.29,0,Commercial,0,0,FL
899963.97,1,-82.38101,0,0,28.00536,0,HILLSBOROUGH COUNTY,Masonry,899963.97,502055,0,1006699.69,0,Residential,0,0,FL
845932.5,1,-82.343491,0,0,28.010979,0,HILLSBOROUGH COUNTY,Masonry,845932.5,627241,0,900397.86,0,Residential,0,0,FL
334406.7,1,-82.343491,0,0,28.010979,0,HILLSBOROUGH COUNTY,Wood,334406.7,467262,0,368683.39,0,Residential,0,0,FL
372805.2,1,-82.343506,0,0,28.01071,0,HILLSBOROUGH COUNTY,Masonry,372805.2,294935,0,548965.35,0,Residential,0,0,FL
80719.2,1,-82.343491,0,0,28.010981,0,HILLSBOROUGH COUNTY,Wood,80719.2,280855,0,69904.6,0,Residential,0,0,FL
162175.5,1,-82.343491,0,0,28.010983,0,HILLSBOROUGH COUNTY,Wood,162175.5,218360,0,183345.08,0,Residential,0,0,FL
284776.2,1,-82.343506,0,0,28.010712,0,HILLSBOROUGH COUNTY,Wood,284776.2,678719,0,271854.2,0,Residential,0,0,FL
724347,1,-82.343506,0,0,28.010715,0,HILLSBOROUGH COUNTY,Masonry,724347,135774,0,781169.12,0,Residential,0,0,FL
8868.6,1,-82.343506,0,0,28.010717,0,HILLSBOROUGH COUNTY,Wood,8868.6,902363,0,14460.36,0,Residential,0,0,FL
